CODICE ISTAT,COMUNE,cogn,nome,d_nasc_cand,l_nasc,voti
042016,Cupramontana,Acquaroli,Francesco,25/09/1974,Macerata,835
042017,Fabriano,Banzato,Sabrina Paola,21/02/1964,Castellanza,81
042017,Fabriano,Iannetti,Anna Rita,26/08/1953,Brittoli,53
042017,Fabriano,Mangialardi,Maurizio,17/11/1964,Ancona,5006
042017,Fabriano,Mercorelli,Gian-Mario,06/02/1973,Macerata,1716
042017,Fabriano,Mancini,Roberto,,,213
042017,Fabriano,Pasquinelli,Fabio,10/01/1981,Osimo,245
042017,Fabriano,Acquaroli,Francesco,25/09/1974,Macerata,6738
041008,Cantiano,Mancini,Roberto,,,19
041008,Cantiano,Contigiani,Alessandra,05/04/1982,Macerata,1
041008,Cantiano,Pasquinelli,Fabio,10/01/1981,Osimo,24
041008,Cantiano,Mercorelli,Gian-Mario,06/02/1973,Macerata,93
041008,Cantiano,Mangialardi,Maurizio,17/11/1964,Ancona,531
041008,Cantiano,Banzato,Sabrina Paola,21/02/1964,Castellanza,6
041008,Cantiano,Acquaroli,Francesco,25/09/1974,Macerata,460
041008,Cantiano,Iannetti,Anna Rita,26/08/1953,Brittoli,3
042018,Falconara Marittima,Banzato,Sabrina Paola,21/02/1964,Castellanza,64
042018,Falconara Marittima,Iannetti,Anna Rita,26/08/1953,Brittoli,52
042018,Falconara Marittima,Mangialardi,Maurizio,17/11/1964,Ancona,5396
042018,Falconara Marittima,Mercorelli,Gian-Mario,06/02/1973,Macerata,1004
042018,Falconara Marittima,Mancini,Roberto,,,780
042018,Falconara Marittima,Pasquinelli,Fabio,10/01/1981,Osimo,203
042018,Falconara Marittima,Acquaroli,Francesco,25/09/1974,Macerata,5108
042019,Filottrano,Banzato,Sabrina Paola,21/02/1964,Castellanza,26
042019,Filottrano,Iannetti,Anna Rita,26/08/1953,Brittoli,20
042019,Filottrano,Mangialardi,Maurizio,17/11/1964,Ancona,1413
042019,Filottrano,Mercorelli,Gian-Mario,06/02/1973,Macerata,280
042019,Filottrano,Mancini,Roberto,,,94
042019,Filottrano,Pasquinelli,Fabio,10/01/1981,Osimo,56
042019,Filottrano,Acquaroli,Francesco,25/09/1974,Macerata,2507
042020,Genga,Banzato,Sabrina Paola,21/02/1964,Castellanza,9
042020,Genga,Iannetti,Anna Rita,26/08/1953,Brittoli,9
042020,Genga,Mangialardi,Maurizio,17/11/1964,Ancona,345
042020,Genga,Mercorelli,Gian-Mario,06/02/1973,Macerata,80
042020,Genga,Mancini,Roberto,,,15
042020,Genga,Pasquinelli,Fabio,10/01/1981,Osimo,12
042020,Genga,Acquaroli,Francesco,25/09/1974,Macerata,467
042021,Jesi,Banzato,Sabrina Paola,21/02/1964,Castellanza,131
042021,Jesi,Iannetti,Anna Rita,26/08/1953,Brittoli,95
042021,Jesi,Mangialardi,Maurizio,17/11/1964,Ancona,8897
042021,Jesi,Mercorelli,Gian-Mario,06/02/1973,Macerata,1634
042021,Jesi,Mancini,Roberto,,,1011
042021,Jesi,Pasquinelli,Fabio,10/01/1981,Osimo,381
042021,Jesi,Acquaroli,Francesco,25/09/1974,Macerata,7158
042022,Loreto,Banzato,Sabrina Paola,21/02/1964,Castellanza,34
042022,Loreto,Iannetti,Anna Rita,26/08/1953,Brittoli,34
042022,Loreto,Mangialardi,Maurizio,17/11/1964,Ancona,1883
042022,Loreto,Mercorelli,Gian-Mario,06/02/1973,Macerata,576
042022,Loreto,Mancini,Roberto,,,115
042022,Loreto,Pasquinelli,Fabio,10/01/1981,Osimo,93
042022,Loreto,Acquaroli,Francesco,25/09/1974,Macerata,3982
042023,Maiolati Spontini,Banzato,Sabrina Paola,21/02/1964,Castellanza,15
042023,Maiolati Spontini,Iannetti,Anna Rita,26/08/1953,Brittoli,13
042023,Maiolati Spontini,Mangialardi,Maurizio,17/11/1964,Ancona,1272
042023,Maiolati Spontini,Mercorelli,Gian-Mario,06/02/1973,Macerata,304
042023,Maiolati Spontini,Mancini,Roberto,,,98
042023,Maiolati Spontini,Pasquinelli,Fabio,10/01/1981,Osimo,41
042023,Maiolati Spontini,Acquaroli,Francesco,25/09/1974,Macerata,1313
042024,Mergo,Banzato,Sabrina Paola,21/02/1964,Castellanza,8
042024,Mergo,Iannetti,Anna Rita,26/08/1953,Brittoli,2
042024,Mergo,Mangialardi,Maurizio,17/11/1964,Ancona,198
042024,Mergo,Mercorelli,Gian-Mario,06/02/1973,Macerata,28
042024,Mergo,Mancini,Roberto,,,11
042024,Mergo,Pasquinelli,Fabio,10/01/1981,Osimo,9
042024,Mergo,Acquaroli,Francesco,25/09/1974,Macerata,287
042025,Monsano,Banzato,Sabrina Paola,21/02/1964,Castellanza,4
042025,Monsano,Iannetti,Anna Rita,26/08/1953,Brittoli,8
042025,Monsano,Mangialardi,Maurizio,17/11/1964,Ancona,772
042025,Monsano,Mercorelli,Gian-Mario,06/02/1973,Macerata,175
042025,Monsano,Mancini,Roberto,,,125
042025,Monsano,Pasquinelli,Fabio,10/01/1981,Osimo,37
042025,Monsano,Acquaroli,Francesco,25/09/1974,Macerata,675
042026,Montecarotto,Banzato,Sabrina Paola,21/02/1964,Castellanza,3
042026,Montecarotto,Iannetti,Anna Rita,26/08/1953,Brittoli,13
042026,Montecarotto,Mangialardi,Maurizio,17/11/1964,Ancona,540
042026,Montecarotto,Mercorelli,Gian-Mario,06/02/1973,Macerata,89
042026,Montecarotto,Mancini,Roberto,,,17
042026,Montecarotto,Pasquinelli,Fabio,10/01/1981,Osimo,17
042026,Montecarotto,Acquaroli,Francesco,25/09/1974,Macerata,296
042027,Montemarciano,Banzato,Sabrina Paola,21/02/1964,Castellanza,24
042027,Montemarciano,Iannetti,Anna Rita,26/08/1953,Brittoli,43
042027,Montemarciano,Mangialardi,Maurizio,17/11/1964,Ancona,2271
042027,Montemarciano,Mercorelli,Gian-Mario,06/02/1973,Macerata,411
042027,Montemarciano,Mancini,Roberto,,,131
042027,Montemarciano,Pasquinelli,Fabio,10/01/1981,Osimo,57
042027,Montemarciano,Acquaroli,Francesco,25/09/1974,Macerata,1885
041009,Carpegna,Mancini,Roberto,,,3
041009,Carpegna,Contigiani,Alessandra,05/04/1982,Macerata,0
041009,Carpegna,Pasquinelli,Fabio,10/01/1981,Osimo,15
041009,Carpegna,Mercorelli,Gian-Mario,06/02/1973,Macerata,46
041009,Carpegna,Mangialardi,Maurizio,17/11/1964,Ancona,341
041009,Carpegna,Banzato,Sabrina Paola,21/02/1964,Castellanza,4
041009,Carpegna,Acquaroli,Francesco,25/09/1974,Macerata,475
041009,Carpegna,Iannetti,Anna Rita,26/08/1953,Brittoli,5
042029,Monte Roberto,Banzato,Sabrina Paola,21/02/1964,Castellanza,9
042029,Monte Roberto,Iannetti,Anna Rita,26/08/1953,Brittoli,10
042029,Monte Roberto,Mangialardi,Maurizio,17/11/1964,Ancona,662
042029,Monte Roberto,Mercorelli,Gian-Mario,06/02/1973,Macerata,139
042029,Monte Roberto,Mancini,Roberto,,,48
042029,Monte Roberto,Pasquinelli,Fabio,10/01/1981,Osimo,26
042029,Monte Roberto,Acquaroli,Francesco,25/09/1974,Macerata,638
042030,Monte San Vito,Banzato,Sabrina Paola,21/02/1964,Castellanza,21
042030,Monte San Vito,Iannetti,Anna Rita,26/08/1953,Brittoli,20
042030,Monte San Vito,Mangialardi,Maurizio,17/11/1964,Ancona,1714
042030,Monte San Vito,Mercorelli,Gian-Mario,06/02/1973,Macerata,335
042030,Monte San Vito,Mancini,Roberto,,,164
042030,Monte San Vito,Pasquinelli,Fabio,10/01/1981,Osimo,46
042030,Monte San Vito,Acquaroli,Francesco,25/09/1974,Macerata,1272
042031,Morro d'Alba,Banzato,Sabrina Paola,21/02/1964,Castellanza,7
042031,Morro d'Alba,Iannetti,Anna Rita,26/08/1953,Brittoli,4
042031,Morro d'Alba,Mangialardi,Maurizio,17/11/1964,Ancona,371
042031,Morro d'Alba,Mercorelli,Gian-Mario,06/02/1973,Macerata,66
042031,Morro d'Alba,Mancini,Roberto,,,26
042031,Morro d'Alba,Pasquinelli,Fabio,10/01/1981,Osimo,20
042031,Morro d'Alba,Acquaroli,Francesco,25/09/1974,Macerata,363
042032,Numana,Banzato,Sabrina Paola,21/02/1964,Castellanza,15
042032,Numana,Iannetti,Anna Rita,26/08/1953,Brittoli,18
042032,Numana,Mangialardi,Maurizio,17/11/1964,Ancona,674
042032,Numana,Mercorelli,Gian-Mario,06/02/1973,Macerata,141
042032,Numana,Mancini,Roberto,,,26
042032,Numana,Pasquinelli,Fabio,10/01/1981,Osimo,38
042032,Numana,Acquaroli,Francesco,25/09/1974,Macerata,1097
042033,Offagna,Banzato,Sabrina Paola,21/02/1964,Castellanza,9
042033,Offagna,Iannetti,Anna Rita,26/08/1953,Brittoli,5
042033,Offagna,Mangialardi,Maurizio,17/11/1964,Ancona,444
042033,Offagna,Mercorelli,Gian-Mario,06/02/1973,Macerata,95
042033,Offagna,Mancini,Roberto,,,23
042033,Offagna,Pasquinelli,Fabio,10/01/1981,Osimo,21
042033,Offagna,Acquaroli,Francesco,25/09/1974,Macerata,467
042034,Osimo,Banzato,Sabrina Paola,21/02/1964,Castellanza,104
042034,Osimo,Iannetti,Anna Rita,26/08/1953,Brittoli,100
042034,Osimo,Mangialardi,Maurizio,17/11/1964,Ancona,6159
042034,Osimo,Mercorelli,Gian-Mario,06/02/1973,Macerata,1457
042034,Osimo,Mancini,Roberto,,,281
042034,Osimo,Pasquinelli,Fabio,10/01/1981,Osimo,442
042034,Osimo,Acquaroli,Francesco,25/09/1974,Macerata,8565
042035,Ostra,Banzato,Sabrina Paola,21/02/1964,Castellanza,18
042035,Ostra,Iannetti,Anna Rita,26/08/1953,Brittoli,26
042035,Ostra,Mangialardi,Maurizio,17/11/1964,Ancona,1365
042035,Ostra,Mercorelli,Gian-Mario,06/02/1973,Macerata,201
042035,Ostra,Mancini,Roberto,,,56
042035,Ostra,Pasquinelli,Fabio,10/01/1981,Osimo,33
042035,Ostra,Acquaroli,Francesco,25/09/1974,Macerata,1457
042036,Ostra Vetere,Banzato,Sabrina Paola,21/02/1964,Castellanza,13
042036,Ostra Vetere,Iannetti,Anna Rita,26/08/1953,Brittoli,6
042036,Ostra Vetere,Mangialardi,Maurizio,17/11/1964,Ancona,647
042036,Ostra Vetere,Mercorelli,Gian-Mario,06/02/1973,Macerata,87
042036,Ostra Vetere,Mancini,Roberto,,,30
042036,Ostra Vetere,Pasquinelli,Fabio,10/01/1981,Osimo,23
042036,Ostra Vetere,Acquaroli,Francesco,25/09/1974,Macerata,872
042037,Poggio San Marcello,Banzato,Sabrina Paola,21/02/1964,Castellanza,1
042037,Poggio San Marcello,Iannetti,Anna Rita,26/08/1953,Brittoli,2
042037,Poggio San Marcello,Mangialardi,Maurizio,17/11/1964,Ancona,148
042037,Poggio San Marcello,Mercorelli,Gian-Mario,06/02/1973,Macerata,31
042037,Poggio San Marcello,Mancini,Roberto,,,11
042037,Poggio San Marcello,Pasquinelli,Fabio,10/01/1981,Osimo,8
042037,Poggio San Marcello,Acquaroli,Francesco,25/09/1974,Macerata,163
042038,Polverigi,Banzato,Sabrina Paola,21/02/1964,Castellanza,18
042038,Polverigi,Iannetti,Anna Rita,26/08/1953,Brittoli,24
042038,Polverigi,Mangialardi,Maurizio,17/11/1964,Ancona,972
042038,Polverigi,Mercorelli,Gian-Mario,06/02/1973,Macerata,254
042038,Polverigi,Mancini,Roberto,,,50
042038,Polverigi,Pasquinelli,Fabio,10/01/1981,Osimo,31
042038,Polverigi,Acquaroli,Francesco,25/09/1974,Macerata,1012
041010,Cartoceto,Mancini,Roberto,,,57
041010,Cartoceto,Contigiani,Alessandra,05/04/1982,Macerata,3
041010,Cartoceto,Pasquinelli,Fabio,10/01/1981,Osimo,39
041010,Cartoceto,Mercorelli,Gian-Mario,06/02/1973,Macerata,469
041010,Cartoceto,Mangialardi,Maurizio,17/11/1964,Ancona,1012
041010,Cartoceto,Banzato,Sabrina Paola,21/02/1964,Castellanza,15
041010,Cartoceto,Acquaroli,Francesco,25/09/1974,Macerata,2202
041010,Cartoceto,Iannetti,Anna Rita,26/08/1953,Brittoli,30
042040,Rosora,Banzato,Sabrina Paola,21/02/1964,Castellanza,2
042040,Rosora,Iannetti,Anna Rita,26/08/1953,Brittoli,8
042040,Rosora,Mangialardi,Maurizio,17/11/1964,Ancona,373
042040,Rosora,Mercorelli,Gian-Mario,06/02/1973,Macerata,73
042040,Rosora,Mancini,Roberto,,,15
042040,Rosora,Pasquinelli,Fabio,10/01/1981,Osimo,8
042040,Rosora,Acquaroli,Francesco,25/09/1974,Macerata,421
042041,San Marcello,Banzato,Sabrina Paola,21/02/1964,Castellanza,5
042041,San Marcello,Iannetti,Anna Rita,26/08/1953,Brittoli,5
042041,San Marcello,Mangialardi,Maurizio,17/11/1964,Ancona,478
042041,San Marcello,Mercorelli,Gian-Mario,06/02/1973,Macerata,94
042041,San Marcello,Mancini,Roberto,,,35
042041,San Marcello,Pasquinelli,Fabio,10/01/1981,Osimo,12
042041,San Marcello,Acquaroli,Francesco,25/09/1974,Macerata,415
042042,San Paolo di Jesi,Banzato,Sabrina Paola,21/02/1964,Castellanza,1
042042,San Paolo di Jesi,Iannetti,Anna Rita,26/08/1953,Brittoli,1
042042,San Paolo di Jesi,Mangialardi,Maurizio,17/11/1964,Ancona,179
042042,San Paolo di Jesi,Mercorelli,Gian-Mario,06/02/1973,Macerata,28
042042,San Paolo di Jesi,Mancini,Roberto,,,12
042042,San Paolo di Jesi,Pasquinelli,Fabio,10/01/1981,Osimo,7
042042,San Paolo di Jesi,Acquaroli,Francesco,25/09/1974,Macerata,199
042043,Santa Maria Nuova,Banzato,Sabrina Paola,21/02/1964,Castellanza,14
042043,Santa Maria Nuova,Iannetti,Anna Rita,26/08/1953,Brittoli,12
042043,Santa Maria Nuova,Mangialardi,Maurizio,17/11/1964,Ancona,882
042043,Santa Maria Nuova,Mercorelli,Gian-Mario,06/02/1973,Macerata,179
042043,Santa Maria Nuova,Mancini,Roberto,,,53
042043,Santa Maria Nuova,Pasquinelli,Fabio,10/01/1981,Osimo,48
042043,Santa Maria Nuova,Acquaroli,Francesco,25/09/1974,Macerata,850
042044,Sassoferrato,Banzato,Sabrina Paola,21/02/1964,Castellanza,15
042044,Sassoferrato,Iannetti,Anna Rita,26/08/1953,Brittoli,16
042044,Sassoferrato,Mangialardi,Maurizio,17/11/1964,Ancona,1049
042044,Sassoferrato,Mercorelli,Gian-Mario,06/02/1973,Macerata,298
042044,Sassoferrato,Mancini,Roberto,,,36
042044,Sassoferrato,Pasquinelli,Fabio,10/01/1981,Osimo,61
042044,Sassoferrato,Acquaroli,Francesco,25/09/1974,Macerata,1712
042045,Senigallia,Banzato,Sabrina Paola,21/02/1964,Castellanza,124
042045,Senigallia,Iannetti,Anna Rita,26/08/1953,Brittoli,142
042045,Senigallia,Mangialardi,Maurizio,17/11/1964,Ancona,13134
042045,Senigallia,Mercorelli,Gian-Mario,06/02/1973,Macerata,1317
042045,Senigallia,Mancini,Roberto,,,1019
042045,Senigallia,Pasquinelli,Fabio,10/01/1981,Osimo,273
042045,Senigallia,Acquaroli,Francesco,25/09/1974,Macerata,8456
042046,Serra de' Conti,Banzato,Sabrina Paola,21/02/1964,Castellanza,13
042046,Serra de' Conti,Iannetti,Anna Rita,26/08/1953,Brittoli,22
042046,Serra de' Conti,Mangialardi,Maurizio,17/11/1964,Ancona,938
042046,Serra de' Conti,Mercorelli,Gian-Mario,06/02/1973,Macerata,128
042046,Serra de' Conti,Mancini,Roberto,,,23
042046,Serra de' Conti,Pasquinelli,Fabio,10/01/1981,Osimo,33
042046,Serra de' Conti,Acquaroli,Francesco,25/09/1974,Macerata,602
042047,Serra San Quirico,Banzato,Sabrina Paola,21/02/1964,Castellanza,8
042047,Serra San Quirico,Iannetti,Anna Rita,26/08/1953,Brittoli,10
042047,Serra San Quirico,Mangialardi,Maurizio,17/11/1964,Ancona,549
042047,Serra San Quirico,Mercorelli,Gian-Mario,06/02/1973,Macerata,126
042047,Serra San Quirico,Mancini,Roberto,,,21
042047,Serra San Quirico,Pasquinelli,Fabio,10/01/1981,Osimo,33
042047,Serra San Quirico,Acquaroli,Francesco,25/09/1974,Macerata,584
042048,Sirolo,Banzato,Sabrina Paola,21/02/1964,Castellanza,7
042048,Sirolo,Iannetti,Anna Rita,26/08/1953,Brittoli,18
042048,Sirolo,Mangialardi,Maurizio,17/11/1964,Ancona,860
042048,Sirolo,Mercorelli,Gian-Mario,06/02/1973,Macerata,173
042048,Sirolo,Mancini,Roberto,,,24
042048,Sirolo,Pasquinelli,Fabio,10/01/1981,Osimo,43
042048,Sirolo,Acquaroli,Francesco,25/09/1974,Macerata,1023
042049,Staffolo,Banzato,Sabrina Paola,21/02/1964,Castellanza,7
042049,Staffolo,Iannetti,Anna Rita,26/08/1953,Brittoli,6
042049,Staffolo,Mangialardi,Maurizio,17/11/1964,Ancona,436
042049,Staffolo,Mercorelli,Gian-Mario,06/02/1973,Macerata,83
042049,Staffolo,Mancini,Roberto,,,13
042049,Staffolo,Pasquinelli,Fabio,10/01/1981,Osimo,22
042049,Staffolo,Acquaroli,Francesco,25/09/1974,Macerata,452
041013,Fano,Mancini,Roberto,,,483
041013,Fano,Contigiani,Alessandra,05/04/1982,Macerata,55
041013,Fano,Pasquinelli,Fabio,10/01/1981,Osimo,280
041013,Fano,Mercorelli,Gian-Mario,06/02/1973,Macerata,3234
041013,Fano,Mangialardi,Maurizio,17/11/1964,Ancona,11027
041013,Fano,Banzato,Sabrina Paola,21/02/1964,Castellanza,174
041013,Fano,Acquaroli,Francesco,25/09/1974,Macerata,14451
041013,Fano,Iannetti,Anna Rita,26/08/1953,Brittoli,222
